"ka" "ks" "vka" "vks" "dnds" "chi.square" "stat"
"OG1_13317" 0.00360361920247458 0 1.30330936725487e-05 0 Inf Inf "Positive"
"OG1_13318" 0.00296601533317312 0 3.26205742870022e-05 0 Inf Inf "Positive"
"OG1_13355" 0.0149930552940011 0.0029398963774669 2.74986204877309e-05 2.64254666431013e-05 5.09985841981258 16.8088390625081 "Positive"
"OG1_13360" 0.00633303614062412 0 4.28085393793605e-05 0 Inf Inf "Positive"
"OG1_13361" 0.00297619926364768 0 8.88422936912056e-06 0 Inf Inf "Positive"
"OG1_13368" 0.00353358361154618 0 1.25305426442261e-05 0 Inf Inf "Positive"
"OG1_13370" 0.00348433465804661 0 1.21830869208492e-05 0 Inf Inf "Positive"
"OG1_13379" 0.00161615475244824 0 2.79576166698443e-06 0 Inf Inf "Positive"
"OG1_13419" 0.00165837631299691 0 2.75478297938468e-06 0 Inf Inf "Positive"
"OG1_13456" 0.00922215643819306 0 4.82685262220189e-05 0 Inf Inf "Positive"
"OG1_13468" 0.0193260772171396 0 9.52260578056673e-05 0 Inf Inf "Positive"
"OG1_13471" 0.00274635817315003 0 3.04356470802671e-05 0 Inf Inf "Positive"
"OG1_13476" 0.00367986941604007 0 6.79575740833738e-06 0 Inf Inf "Positive"
"OG1_13526" 0.00139664895280633 0 1.95335771893106e-06 0 Inf Inf "Positive"
"OG1_13537" 0.0312273579361018 0.00849112907757352 7.46325373761405e-05 7.72650796927605e-05 3.67764494577975 7.16978245565987 "Positive"
"OG1_13551" 0.00397616409524751 0 7.93653892980822e-06 0 Inf Inf "Positive"
"OG1_13554" 0.00144900227923134 0 8.22278731751097e-06 0 Inf Inf "Positive"
"OG1_13558" 0.00387598840215896 0 1.50818179857227e-05 0 Inf Inf "Positive"
"OG1_13570" 0.019408335484208 0.00490275860648621 7.90878915417681e-05 3.60985255619451e-05 3.95865614483473 8.75364618336828 "Positive"
"OG1_13586" 0.00653604078367635 0 4.30014929668669e-05 0 Inf Inf "Positive"
"OG1_13590" 0.0131189675161685 0.0029994120417767 4.48548617262e-05 9.06721621110318e-06 4.37384638503934 11.382839429843 "Positive"
"OG1_13592" 0.0114069759800102 0 9.79618673376388e-05 0 Inf Inf "Positive"
"OG1_13596" 0.00768000806214849 0.00231762673099452 1.63310693853422e-05 5.39671027627789e-06 3.31373812678321 5.35338411933028 "Positive"
"OG1_13617" 0.0111632646960613 0 3.48960546525671e-05 0 Inf Inf "Positive"
"OG1_13620" 0.00517845376781254 0 2.84553182136331e-05 0 Inf Inf "Positive"
"OG1_13632" 0.00636464256044528 0 0.000163932982417817 0 Inf Inf "Positive"
"OG1_13636" 0.00358271177387042 0 5.1864349476719e-05 0 Inf Inf "Positive"
"OG1_13674" 0.0048693757489933 0 2.08095030948374e-05 0 Inf Inf "Positive"
"OG1_13678" 0.0185711889194841 0.00466352329528752 6.7386865384224e-05 5.53600509095464e-05 3.98222282673065 8.89365298827338 "Positive"
"OG1_13686" 0.0133341235410806 0 9.01061089539041e-05 0 Inf Inf "Positive"
"OG1_13709" 0.00655169576500375 0 8.37678630212303e-05 0 Inf Inf "Positive"
"OG1_13737" 0.00592892322539173 0 1.17873999388158e-05 0 Inf Inf "Positive"
"OG1_13739" 0.00222222588021199 0 4.94929442363767e-06 0 Inf Inf "Positive"
"OG1_13744" 0.0379928790116066 0.00468831609046532 0.000155990165852948 0.000108483160990213 8.10373666760079 50.463074642616 "Positive"
"OG1_13755" 0.0118528108795348 0 5.30567088475106e-05 0 Inf Inf "Positive"
"OG1_4236" 0.0204455624522346 0.00457283320727942 6.36060916494023e-05 6.50582677381627e-05 4.47109298009987 12.0484864764986 "Positive"
"OG1_4250" 0.00959973507487813 0 5.23813485067306e-05 0 Inf Inf "Positive"
"OG1_4270" 0.0104665326353421 0 0.000118876992950318 0 Inf Inf "Positive"
"OG1_4319" 0.015895396422065 0.00467764536641852 6.84226192287946e-05 2.52536634110689e-05 3.39816193339074 5.75118065876441 "Positive"
"OG1_4350" 0.0110197297831456 0 6.13962224029107e-05 0 Inf Inf "Positive"
"OG1_4375" 0.0123540387712164 0.00286409371138444 4.31995548664218e-05 1.02839296483516e-05 4.31341988640615 10.9787513436317 "Positive"
"OG1_4394" 0.0154400273237083 0 8.969642848813e-05 0 Inf Inf "Positive"
"OG1_4396" 0.0603153178091941 0.011191247282918 0.000211781058857832 0.000107153958584066 5.3895080936383 19.2677813041161 "Positive"
"OG1_4430" 0.00400002133353819 0 1.60645140603374e-05 0 Inf Inf "Positive"
"OG1_4434" 0.00422835500911173 0 1.79550123500022e-05 0 Inf Inf "Positive"
"OG1_4494" 0.00298137124477055 0 9.39134650901656e-06 0 Inf Inf "Positive"
"OG1_4517" 0.0502448393970311 0.0146110065060512 0.00034171150541922 0.000241361472837426 3.4388349205253 5.94791576957367 "Positive"
"OG1_4625" 0.0057966869087247 0 3.5947262752053e-05 0 Inf Inf "Positive"
"OG1_4645" 0.0103096436013678 0 3.57999102418745e-05 0 Inf Inf "Positive"
"OG1_4676" 0.0145464804708324 0 0.00010736924414834 0 Inf Inf "Positive"
"OG1_4683" 0.0230628026261943 0.00723102025670156 0.000118278316093084 5.31354662751159e-05 3.18942580817972 4.79358536952344 "Positive"
"OG1_4734" 0.0131616261122329 0 0.000185564290457748 0 Inf Inf "Positive"
"OG1_4752" 0.0080973429599903 0 6.61036482456272e-05 0 Inf Inf "Positive"
"OG1_4791" 0.0127802484897675 0 8.27290626172773e-05 0 Inf Inf "Positive"
"OG1_4793" 0.0216781743044435 0.00573075441870122 0.000105803553964154 3.30313909967582e-05 3.78277844775566 7.74385588929341 "Positive"
"OG1_4805" 0.00833352624260582 0 2.33442915328504e-05 0 Inf Inf "Positive"
"OG1_4843" 0.0117541867523559 0 5.18789213105201e-05 0 Inf Inf "Positive"
"OG1_4863" 0.00182604336508183 0 1.29927239098257e-05 0 Inf Inf "Positive"
"OG1_4873" 0.00177952444604492 0 2.82592975657923e-06 0 Inf Inf "Positive"
"OG1_4888" 0.00177462475557074 0 3.15489507813098e-06 0 Inf Inf "Positive"
"OG1_4897" 0.00324676465527416 0 1.0575854959154e-05 0 Inf Inf "Positive"
"OG1_4903" 0.00326265431746121 0 5.33989766168886e-06 0 Inf Inf "Positive"
"OG1_4922" 0.0586036869780515 0.0191469859096489 0.000199783443315934 0.000201274608235766 3.06072649003825 4.24659366674535 "Positive"
"OG1_4934" 0.00225942166688631 0 5.50311140371221e-06 0 Inf Inf "Positive"
"OG1_4935" 0.0123537420822895 0 8.65421709689874e-05 0 Inf Inf "Positive"
"OG1_4940" 0.00408368182857659 0.00123211274841862 2.34435628140485e-06 1.13941764780657e-06 3.31437348880438 5.35632464568056 "Positive"
"OG1_4971" 0.00618246794700013 0 4.09238501196808e-05 0 Inf Inf "Positive"
"OG1_5014" 0.00427798799998483 0 1.94412255080877e-05 0 Inf Inf "Positive"
"OG1_5038" 0.0248049601246621 0.00813785446611927 4.16917700874415e-05 4.20660846518415e-05 3.04809581296075 4.19469645906734 "Positive"
"OG1_5048" 0.00668906297308803 0 1.50151795807317e-05 0 Inf Inf "Positive"
"OG1_5059" 0.00217865268447781 0 4.75689864302989e-06 0 Inf Inf "Positive"
"OG1_5060" 0.00368227703966802 0 1.45802107168133e-05 0 Inf Inf "Positive"
"OG1_5083" 0.0113860413930844 0 6.2181029829333e-05 0 Inf Inf "Positive"
"OG1_5094" 0.0030789542874925 0.00101260782394646 1.12574779912682e-06 6.41548594902129e-07 3.04061870220677 4.16412468779606 "Positive"
"OG1_5105" 0.00595245125315912 0 3.56442626209863e-05 0 Inf Inf "Positive"
"OG1_5114" 0.00322970586599729 0 5.91368631563406e-06 0 Inf Inf "Positive"
"OG1_5115" 0.0999280627282668 0.0241037190676796 0.000652908624139261 0.000230002483256788 4.14575287936621 9.89576117804082 "Positive"
"OG1_5170" 0.00839086088690215 0 2.61557374743852e-05 0 Inf Inf "Positive"
"OG1_5186" 0.00224639165487664 0 1.84573894972861e-05 0 Inf Inf "Positive"
"OG1_5188" 0.00202992855120589 0 1.62176419383516e-05 0 Inf Inf "Positive"
"OG1_5208" 0.00887554111119661 0.00274820077305929 2.25164389345571e-05 7.60749811215196e-06 3.22958249564729 4.97103810489678 "Positive"
"OG1_5232" 0.00370372063893091 0 1.37686041251452e-05 0 Inf Inf "Positive"
"OG1_5234" 0.00325734051059684 0 5.32248946320457e-06 0 Inf Inf "Positive"
"OG1_5240" 0.00337269406976572 0 3.80453428791216e-06 0 Inf Inf "Positive"
"OG1_5272" 0.0078746424082884 0 2.3407258032947e-05 0 Inf Inf "Positive"
"OG1_5321" 0.0182626227573178 0.00396124273431504 5.46441098144399e-05 3.1385706212437e-05 4.61032660258718 13.0344581773487 "Positive"
"OG1_5327" 0.0231521709888378 0.00737393393523609 0.000134398712263879 0.000154314018478297 3.13973127399554 4.57844992491459 "Positive"
"OG1_5338" 0.0115553555718033 0.00266654975371126 4.34219901766152e-05 1.4275029871492e-05 4.3334483280204 11.111877755582 "Positive"
"OG1_5369" 0.00145772698006196 0 2.12807159875179e-06 0 Inf Inf "Positive"
"OG1_5370" 0.00223477639716527 0 4.25707181183336e-06 0 Inf Inf "Positive"
"OG1_5372" 0.00661223481112326 0.00201208329977186 1.75301502062931e-05 4.06485863894843e-06 3.28626295535229 5.2269983010162 "Positive"
"OG1_5376" 0.00313009944361687 0 5.54328113278096e-06 0 Inf Inf "Positive"
"OG1_5395" 0.00235220437345849 0 2.1509451872779e-05 0 Inf Inf "Positive"
"OG1_5408" 0.00956008956919027 0.000748285925130273 6.15381828551375e-06 1.12140087489486e-06 12.7759847514517 138.673816866422 "Positive"
"OG1_5424" 0.00520518885666932 0 0.000110176873166847 0 Inf Inf "Positive"
"OG1_5426" 0.00682837769509865 0 1.75813127888589e-05 0 Inf Inf "Positive"
"OG1_5435" 0.00262369537454838 0 2.61972555146819e-05 0 Inf Inf "Positive"
"OG1_5451" 0.00535719410620313 0.00165045436674538 4.80906338069015e-06 2.73350188996486e-06 3.24589047364411 5.04402401960535 "Positive"
"OG1_5459" 0.00269542431743819 0 7.28496587258575e-06 0 Inf Inf "Positive"
"OG1_5460" 0.00622980469425271 0 4.12543838341744e-05 0 Inf Inf "Positive"
"OG1_5470" 0.0155452935350156 0 8.1830516139974e-05 0 Inf Inf "Positive"
"OG1_5474" 0.0334954767988371 0.00743930209525913 0.000212139077502647 5.62123888016745e-05 4.50250256945243 12.2675242490209 "Positive"
"OG1_5486" 0.00383879044951717 0 7.39658605530717e-06 0 Inf Inf "Positive"
"OG1_5496" 0.0229204083468519 0 3.29957640409241e-05 0 Inf Inf "Positive"
"OG1_5500" 0.00288067737222179 0 1.58395544441942e-05 0 Inf Inf "Positive"
"OG1_5506" 0.011788781268384 0.00350104445456055 5.54379466743187e-05 1.23381281778718e-05 3.36721838908032 5.60372290160003 "Positive"
"OG1_5535" 0.0223651558665206 0.0072811899375573 9.0011652953825e-05 3.02684343201674e-05 3.07163472705997 4.29167044236082 "Positive"
"OG1_5536" 0.00738020779156034 0 5.48734258881991e-05 0 Inf Inf "Positive"
"OG1_5552" 0.002394463018619 0 2.24553584436886e-05 0 Inf Inf "Positive"
"OG1_5567" 0.00431037152195348 0 1.86598481007934e-05 0 Inf Inf "Positive"
"OG1_5584" 0.00980591816854123 0 3.61846402363302e-05 0 Inf Inf "Positive"
"OG1_5620" 0.00271371086768262 0 3.69214175595031e-06 0 Inf Inf "Positive"
"OG1_5633" 0.00254371184085011 0 1.27967853043396e-05 0 Inf Inf "Positive"
"OG1_5638" 0.000777000933367049 0 6.04200035847512e-07 0 Inf Inf "Positive"
"OG1_5641" 0.00450453497118296 0 2.03827869017273e-05 0 Inf Inf "Positive"
"OG1_5680" 0.00574718971286761 0 3.32214813153034e-05 0 Inf Inf "Positive"
"OG1_5688" 0.0181157208197833 0.00463747345792697 8.85595983494235e-05 2.17446629926127e-05 3.90637725134955 8.44702872716219 "Positive"
"OG1_5691" 0.00673410852543331 0 4.56563533140729e-05 0 Inf Inf "Positive"
"OG1_5718" 0.00317342069048528 0 4.07704882020009e-05 0 Inf Inf "Positive"
"OG1_5744" 0.00692052570593565 0 2.41140999105567e-05 0 Inf Inf "Positive"
"OG1_5782" 0.00203615743367412 0 1.66129097414361e-05 0 Inf Inf "Positive"
"OG1_5788" 0.00204603866071477 0 2.09743144121523e-06 0 Inf Inf "Positive"
"OG1_5793" 0.00294016167471782 0 3.49962488378345e-05 0 Inf Inf "Positive"
"OG1_5795" 0.00317866596140733 0 4.31803825891899e-05 0 Inf Inf "Positive"
"OG1_5801" 0.00377360281769145 0 1.42940857653776e-05 0 Inf Inf "Positive"
"OG1_5809" 0.0168933962742084 0.00490374704397841 5.32060648776001e-05 4.85473736019773e-05 3.44499749328481 5.97801274216901 "Positive"
"OG1_5814" 0.00151371661721636 0 9.07467676797869e-06 0 Inf Inf "Positive"
"OG1_5819" 0.0633502065468477 0.00969325569111085 0.000234942641531859 8.31312952525446e-05 6.53549318883053 30.6416848435892 "Positive"
"OG1_5836" 0.0146312415256514 0 0.000121358253778895 0 Inf Inf "Positive"
"OG1_5838" 0.0121665561503254 0 5.58545829363136e-05 0 Inf Inf "Positive"
"OG1_5883" 0.00806469096494186 0 6.55694361821667e-05 0 Inf Inf "Positive"
"OG1_5885" 0.0412806225519723 0.00334344006144681 5.9046530521969e-05 8.39637419359126e-06 12.346751188388 128.748762531184 "Positive"
"OG1_5886" 0.00725965566222668 0 2.65444633762432e-05 0 Inf Inf "Positive"
"OG1_5891" 0.0019564361543381 0 1.48651168546248e-05 0 Inf Inf "Positive"
"OG1_5899" 0.00283816494340351 0 7.00464630911671e-06 0 Inf Inf "Positive"
"OG1_5906" 0.00515468482943064 0 1.33543423296168e-05 0 Inf Inf "Positive"
"OG1_5938" 0.0111021521075418 0.00237428339064504 1.0118509217131e-05 1.13507259874683e-05 4.6760012521191 13.5129852055812 "Positive"
"OG1_5940" 0.00699151580426107 0 2.7672241452465e-05 0 Inf Inf "Positive"
"OG1_5943" 0.00175131527560104 0 3.07248922207371e-06 0 Inf Inf "Positive"
"OG1_5955" 0.00183823736465431 0 3.38534347281042e-06 0 Inf Inf "Positive"
"OG1_5964" 0.00692052570593565 0 1.60760666070378e-05 0 Inf Inf "Positive"
"OG1_5973" 0.00280434898081693 0 8.43509543828962e-06 0 Inf Inf "Positive"
"OG1_5977" 0.00328948554902128 0 5.42823313332794e-06 0 Inf Inf "Positive"
"OG1_6009" 0.0136107995866836 0 9.89985522478159e-05 0 Inf Inf "Positive"
"OG1_6010" 0.0138011787918494 0 9.45148815745694e-05 0 Inf Inf "Positive"
"OG1_6012" 0.00324550985485908 0 4.2575757061172e-05 0 Inf Inf "Positive"
"OG1_6020" 0.0101260826338766 0 5.79654525056669e-05 0 Inf Inf "Positive"
"OG1_6027" 0.0146208032727329 0 0.000121466353539386 0 Inf Inf "Positive"
"OG1_6032" 0.000964678620585774 0 3.79127296275513e-06 0 Inf Inf "Positive"
"OG1_6037" 0.00403302692587907 0.00130951135046698 4.14765235691593e-06 2.5753651005941e-06 3.07979531788011 4.32554856427601 "Positive"
"OG1_6057" 0.00159712663543542 0 1.0133853427107e-05 0 Inf Inf "Positive"
"OG1_6059" 0.00290581231224352 0 1.62255262731231e-05 0 Inf Inf "Positive"
"OG1_6075" 0.00358424473930625 0 6.44653855538385e-06 0 Inf Inf "Positive"
"OG1_6079" 0.0044775701188673 0 1.79415445021866e-05 0 Inf Inf "Positive"
"OG1_6095" 0.00160397298944525 0 2.75845556678095e-06 0 Inf Inf "Positive"
"OG1_6128" 0.00219539320874488 0 2.41518180739038e-06 0 Inf Inf "Positive"
"OG1_6129" 0.00647173717755496 0 2.0482799915662e-05 0 Inf Inf "Positive"
"OG1_6177" 0.000781860988091379 0 6.11785060038548e-07 0 Inf Inf "Positive"
"OG1_6193" 0.03327921468311 0.00692134447922348 0.000211822720850892 9.58356692953866e-05 4.80820088972709 14.5023940165182 "Positive"
"OG1_6230" 0.00527859239868183 0 7.79710183524507e-06 0 Inf Inf "Positive"
"OG1_6231" 0.00236407059797306 0 2.80104195052324e-06 0 Inf Inf "Positive"
"OG1_6236" 0.00181488402528937 0 3.29979638280034e-06 0 Inf Inf "Positive"
"OG1_6237" 0.00369005364881123 0 1.36669894295167e-05 0 Inf Inf "Positive"
"OG1_6238" 0.00597860734502016 0 3.8085863696807e-05 0 Inf Inf "Positive"
"OG1_6260" 0.00272109515134252 0 7.42458003639574e-06 0 Inf Inf "Positive"
"OG1_6269" 0.0028860108985611 0 4.17659467982296e-06 0 Inf Inf "Positive"
"OG1_6280" 0.00267271044581024 0.000801218274739223 1.58067184902774e-06 6.42929803688281e-07 3.33580814376724 5.45599968448936 "Positive"
"OG1_6282" 0.00344828952953012 0 5.96594613260833e-06 0 Inf Inf "Positive"
"OG1_6284" 0.00421725919413712 0 6.39725663971444e-06 0 Inf Inf "Positive"
"OG1_6303" 0.00493831174795594 0 2.45081490578969e-05 0 Inf Inf "Positive"
"OG1_6320" 0.00283775826323516 0.0008793751138951 1.35695071569659e-06 1.54870331186787e-06 3.22701679680883 4.95960381326866 "Positive"
"OG1_6342" 0.00383221757268399 0 1.57519046315291e-05 0 Inf Inf "Positive"
"OG1_6380" 0.00484461413529027 0 1.32478255889619e-05 0 Inf Inf "Positive"
"OG1_6383" 0.00252006315963638 0 6.72987680611272e-06 0 Inf Inf "Positive"
"OG1_6407" 0.00357971862307719 0 1.35275822702281e-05 0 Inf Inf "Positive"
"OG1_6412" 0.0139110215212436 0.00347043762615116 4.87234252243673e-05 1.80990451502661e-05 4.00843438776091 9.05067746546236 "Positive"
"OG1_6427" 0.0042017053981898 0 1.77289234200643e-05 0 Inf Inf "Positive"
"OG1_6428" 0.00472969932390301 0 8.43886983558333e-06 0 Inf Inf "Positive"
"OG1_6458" 0.00477330594178996 0 1.14469507119573e-05 0 Inf Inf "Positive"
"OG1_6464" 0.00392939351896863 0 1.63405858027089e-05 0 Inf Inf "Positive"
"OG1_6478" 0.00126262693359699 0 1.59624307906438e-06 0 Inf Inf "Positive"
"OG1_6503" 0.00225734017726331 0 5.10712182258629e-06 0 Inf Inf "Positive"
"OG1_6506" 0.00399778868566855 0 1.69410591483918e-05 0 Inf Inf "Positive"
"OG1_6518" 0.00152061924093708 0 9.12997059245188e-06 0 Inf Inf "Positive"
"OG1_6521" 0.0300779599194204 0.00808794682129529 5.31110095533438e-05 2.51612038504379e-05 3.71886222597633 7.39221180384096 "Positive"
"OG1_6546" 0.00580558046383892 0 8.47549038715323e-06 0 Inf Inf "Positive"
"OG1_6553" 0.00183150387936862 0 3.36056509194546e-06 0 Inf Inf "Positive"
"OG1_6574" 0.0111364529511737 0 7.01897120208997e-05 0 Inf Inf "Positive"
"OG1_6575" 0.0106297075038457 0 0.000119489107990391 0 Inf Inf "Positive"
"OG1_6578" 0.00844627401250581 0 0.000134907107065532 0 Inf Inf "Positive"
"OG1_6608" 0.00109469118713693 0 1.19966253335346e-06 0 Inf Inf "Positive"
"OG1_6626" 0.0121009375846356 0 0.000113442985182711 0 Inf Inf "Positive"
"OG1_6644" 0.00180832023509426 0 3.27594959648832e-06 0 Inf Inf "Positive"
"OG1_6649" 0.00184843094066299 0 3.42302805744107e-06 0 Inf Inf "Positive"
"OG1_6652" 0.00218818729989939 0 2.39933583863896e-06 0 Inf Inf "Positive"
"OG1_6653" 0.00326794596329552 0 3.97512399904354e-06 0 Inf Inf "Positive"
"OG1_6654" 0.00283807015421686 0 1.69844420501734e-05 0 Inf Inf "Positive"
"OG1_6657" 0.0207426460542738 0.00321768576066803 5.25322858912447e-05 2.59370759712731e-05 6.44644865817083 29.6638029860908 "Positive"
"OG1_6660" 0.00969264311493398 0 9.91748614159284e-05 0 Inf Inf "Positive"
"OG1_6666" 0.00422668632041616 0 1.91418905331035e-05 0 Inf Inf "Positive"
"OG1_6686" 0.00414747254883532 0 7.09068542551827e-05 0 Inf Inf "Positive"
"OG1_6688" 0.00472816762101772 0 1.12309693315549e-05 0 Inf Inf "Positive"
"OG1_6693" 0.00133402299909501 0 7.29738813193121e-06 0 Inf Inf "Positive"
"OG1_6743" 0.0013917893468232 0 1.93977859813216e-06 0 Inf Inf "Positive"
"OG1_6749" 0.00315458459663238 0 4.99146443835097e-06 0 Inf Inf "Positive"
"OG1_6762" 0.0305490554594801 0.00946942311613792 7.78447025794471e-05 6.70152035064814e-05 3.22607355113513 4.95540345506337 "Positive"
"OG1_6767" 0.00276523353214342 0 2.97327883495201e-05 0 Inf Inf "Positive"
"OG1_6780" 0.0198099332060941 0.0048202513845397 7.57396884370045e-05 4.69117724588594e-05 4.10973030776605 9.67042258703873 "Positive"
"OG1_6820" 0.00375941620701366 0 7.09330496011349e-06 0 Inf Inf "Positive"
"OG1_6862" 0.00354669397495555 0 7.12895448421998e-06 0 Inf Inf "Positive"
"OG1_6866" 0.00289855884216296 0 4.21304517048741e-06 0 Inf Inf "Positive"
"OG1_6876" 0.0160785558172656 0 5.25533563581247e-05 0 Inf Inf "Positive"
"OG1_6878" 0.0160024986161449 0.00403363440221123 1.07034758828747e-05 8.48850634662544e-06 3.96726550313344 8.80466456608576 "Positive"
"OG1_6882" 0.038923767149924 0.00602846301154826 0.000199384828618293 0.000110078273808035 6.45666516910873 29.7751947677644 "Positive"
"OG1_6885" 0.00134840187527558 0 3.66544229484805e-06 0 Inf Inf "Positive"
"OG1_6887" 0.00675525703702929 0.00141763396897274 4.50346502722321e-06 2.52181810704277e-06 4.76516307091903 14.1764529506124 "Positive"
"OG1_6900" 0.0189817817306226 0.00361617777005963 6.36524627854911e-05 2.62763025027082e-05 5.24912848250533 18.0550928608381 "Positive"
"OG1_6915" 0.00190343989687857 0 3.88212268990455e-06 0 Inf Inf "Positive"
"OG1_6919" 0.00371339530389811 0.00120305817402964 3.12681675656836e-06 2.89471851216304e-06 3.08662987714061 4.35402424417584 "Positive"
"OG1_6940" 0.018350683425214 0 0.00011436014580394 0 Inf Inf "Positive"
"OG1_6946" 0.0287903052425106 0.0077860567493219 0.00021449082824577 7.62778158256214e-05 3.69767472411732 7.27744891714145 "Positive"
"OG1_6949" 0.00652537809774539 0 2.14304214630181e-05 0 Inf Inf "Positive"
"OG1_6951" 0.026321866742711 0 0.000177932610365043 0 Inf Inf "Positive"
"OG1_6962" 0.00225153666034145 0 1.93221494424597e-05 0 Inf Inf "Positive"
"OG1_6971" 0.0114445110673802 0.00251220473091339 2.53988112339616e-05 1.26227741265328e-05 4.55556465066411 12.6420399850522 "Positive"
"OG1_7019" 0.00423731349548612 0 9.01566854429425e-06 0 Inf Inf "Positive"
"OG1_7027" 0.0074435643182433 0.00248458965779364 1.68827088218459e-05 1.55474780921762e-05 2.99589282072973 3.98358815184048 "Positive"
"OG1_7061" 0.00831620002457103 0 1.74351854457162e-05 0 Inf Inf "Positive"
"OG1_7080" 0.0071634442881418 0.00168400586009058 1.29777335474236e-05 2.84631448086989e-06 4.25381197174486 10.5872923474702 "Positive"
"OG1_7086" 0.00140622968820017 0 7.91730733537654e-06 0 Inf Inf "Positive"
"OG1_7093" 0.00146412988954418 0 2.14682108791614e-06 0 Inf Inf "Positive"
"OG1_7095" 0.00256410818345976 0 6.59156663809364e-06 0 Inf Inf "Positive"
"OG1_7102" 0.00320513918045951 0 5.15299217243973e-06 0 Inf Inf "Positive"
"OG1_7110" 0.00881080067490981 0 3.91611407623052e-05 0 Inf Inf "Positive"
"OG1_7117" 0.00351727537100328 0.000763760324279942 1.83745093694838e-06 8.75183818957067e-07 4.60520828221772 12.9975267581713 "Positive"
"OG1_7119" 0.00198885301593757 0 4.22272264602286e-06 0 Inf Inf "Positive"
"OG1_7122" 0.0012592529688315 0 6.34462725408123e-06 0 Inf Inf "Positive"
"OG1_7138" 0.00865739334291635 0 2.83039902168696e-05 0 Inf Inf "Positive"
"OG1_7167" 0.0383076756409439 0.00566126013626835 0.000115933454237886 8.0193087338058e-05 6.76663405652909 33.2540683419212 "Positive"
"OG1_7175" 0.00124279087470544 0 5.89185310091722e-06 0 Inf Inf "Positive"
"OG1_7192" 0.00949118866533485 0 4.79428868322093e-05 0 Inf Inf "Positive"
"OG1_7206" 0.00217642601000551 0 2.69167537306661e-06 0 Inf Inf "Positive"
"OG1_7210" 0.00335967734976599 0 4.23684571284384e-05 0 Inf Inf "Positive"
"OG1_7220" 0.0104715869226216 0 5.54092721760019e-05 0 Inf Inf "Positive"
"OG1_7223" 0.00660075592926788 0 2.19300586737634e-05 0 Inf Inf "Positive"
"OG1_7224" 0.0060976365469091 0 1.87048702235574e-05 0 Inf Inf "Positive"
"OG1_7226" 0.00120244565036616 0 5.54507936598428e-06 0 Inf Inf "Positive"
"OG1_7241" 0.00841534591223693 0 2.38069115231632e-05 0 Inf Inf "Positive"
"OG1_7247" 0.00541106491633608 0 1.6565001763726e-05 0 Inf Inf "Positive"
"OG1_7272" 0.00332227135933426 0 1.1074319352465e-05 0 Inf Inf "Positive"
"OG1_7273" 0.00279408919045112 0.000538641687357282 1.1420746537806e-06 8.71339844377576e-07 5.18728731182999 17.5333750318124 "Positive"
"OG1_7277" 0.00402821916956307 0 8.14613295403472e-06 0 Inf Inf "Positive"
"OG1_7284" 0.00297251308974868 0.000858110880230799 1.47703383827805e-06 7.3771496001708e-07 3.46401981169285 6.07139363241489 "Positive"
"OG1_7342" 0.0138756824092974 0.00366060460608141 4.34617569398213e-05 1.34899509957445e-05 3.79054388617813 7.78713518068615 "Positive"
"OG1_7343" 0.00701808987267387 0 5.32665920081763e-05 0 Inf Inf "Positive"
"OG1_7360" 0.002989545528029 0 8.96420791764736e-06 0 Inf Inf "Positive"
"OG1_7366" 0.000964669057080637 0 3.69128562324096e-06 0 Inf Inf "Positive"
"OG1_7368" 0.0019685064796698 0 3.88266580868924e-06 0 Inf Inf "Positive"
"OG1_7370" 0.0122928990914754 0 0.000159770388496468 0 Inf Inf "Positive"
"OG1_7374" 0.00781265895154041 0 6.1519502883967e-05 0 Inf Inf "Positive"
"OG1_7401" 0.00185742713390192 0 6.77243440181455e-06 0 Inf Inf "Positive"
"OG1_7419" 0.00252525789303429 0 3.19654256789727e-06 0 Inf Inf "Positive"
"OG1_7435" 0.00277778492230098 0 7.7376022602052e-06 0 Inf Inf "Positive"
"OG1_7441" 0.017918581124143 0 5.16919278902675e-05 0 Inf Inf "Positive"
"OG1_7453" 0.00312577983015051 0 3.68178755219666e-06 0 Inf Inf "Positive"
"OG1_7470" 0.00679711439777532 0 4.99792818936248e-05 0 Inf Inf "Positive"
"OG1_7480" 0.00480772934972099 0 1.16130517748931e-05 0 Inf Inf "Positive"
"OG1_7502" 0.00505054799325196 0 2.56377354317777e-05 0 Inf Inf "Positive"
"OG1_7514" 0.00153339481262865 0 8.81610430573588e-06 0 Inf Inf "Positive"
"OG1_7530" 0.00135685293579816 0 1.84355244722107e-06 0 Inf Inf "Positive"
"OG1_7542" 0.00454537760589791 0 7.80533313861011e-06 0 Inf Inf "Positive"
"OG1_7543" 0.0128869764878596 0 0.00010261730049054 0 Inf Inf "Positive"
"OG1_7545" 0.00337459098746428 0 3.80882235565703e-06 0 Inf Inf "Positive"
"OG1_7560" 0.00443875838107242 0.00143266717951925 3.13798484212867e-06 1.02774177768911e-06 3.09824810990777 4.40264513073154 "Positive"
"OG1_7562" 0.000925926190536863 0 8.58134123965568e-07 0 Inf Inf "Positive"
"OG1_7563" 0.00161290462444128 0 2.60566627094581e-06 0 Inf Inf "Positive"
"OG1_7570" 0.00372158052569278 0 1.49128093043495e-05 0 Inf Inf "Positive"
"OG1_7590" 0.0129401454533266 0 0.000178363198406814 0 Inf Inf "Positive"
